age,education_level,gender,race,number_of_children,number_of_household_members,in_poverty_SPM,in_poverty_OPM,material_hardship,health_problem,in_poverty_SPM_y1,in_poverty_OPM_y1,material_hardship_y1,health_problem_y1,in_poverty_SPM_y2,in_poverty_OPM_y2,material_hardship_y2,health_problem_y2,SPM_household_resources,OPM_household_resources,SPM_household_resources_y1,OPM_household_resources_y1,SPM_household_resources_y2,OPM_household_resources_y2,SPM_income_to_needs,SPM_income_to_needs_y1,SPM_income_to_needs_y2,OPM_income_to_needs,OPM_income_to_needs_y1,OPM_income_to_needs_y2,faca,fach,facp
75,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,0,2,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,1,131270,148083,99085,122343,151426,160627,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1816,908,1816
79,1. Less than HS,1. Female,5. Hispanic,0,1,0. No,0,0. No,1. Yes,,,,,,,,,24544,14000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,9340,9340,9340
75,1. Less than HS,1. Female,5. Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,35456,26962,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,12466,6233,12466
56,2. HS graduate or GED,1. Female,1. White Non-Hispanic,1,4,0. No,1,0. No,1. Yes,1,0,0. No,1,1,1,0. No,1,28796,20400,27709,27045,16378,13766,2. 100%-200%,1,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,971,324,1296
30,3. Some college or associat's degree,1. Female,5. Hispanic,1,3,0. No,0,0. No,0. No,0,0,1. Yes,1,0,0,1. Yes,1,55281,29680,139415,134256,59392,32239,3. 200%-300%,4,2,2. 100%-200%,4. 300%+,2. 100%-200%,2274,1137,3411
63,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,37657,51000,67656,87639,291600,299842,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1372,1372,1372
40,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,0,1,0. No,0,1,0,1. Yes,0,13149,2196,26221,7168,11253,15990,1. Less than 100%,2,1,1. Less than 100%,1. Less than 100%,2. 100%-200%,2737,2737,2737
88,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,1,1,0. No,0,0,0,0. No,1,94612,100000,8754,9474,15664,18700,4. 300%+,1,2,4. 300%+,1. Less than 100%,2. 100%-200%,5873,5873,5873
50,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,3,5,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,158922,225000,246898,300000,211821,273255,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5487,2744,13720
28,4. Bachelor's degree or more,1. Female,5. Hispanic,4,9,0. No,0,1. Yes,0. No,,,,,,,,,155805,154000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,3071,614,5526
48,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,44985,81901,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,667,667,667
31,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,1. Yes,0,54694,125000,88666,127000,55195,64804,2. 100%-200%,3,2,4. 300%+,4. 300%+,3. 200%-300%,8816,4408,17632
29,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,3,5,1. Yes,1,1. Yes,0. No,1,1,1. Yes,0,0,0,1. Yes,1,19559,15000,9463,11865,59435,33616,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,2. 100%-200%,2482,1241,6205
44,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,64088,95000,62841,95000,69097,106000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9999,9999,9999
27,1. Less than HS,1. Female,5. Hispanic,5,7,0. No,1,0. No,0. No,0,0,1. Yes,0,,,,,53578,32180,129744,151477,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,21339,10670,74690
47,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,52467,48000,27444,22929,35782,30432,4. 300%+,2,2,4. 300%+,2. 100%-200%,2. 100%-200%,784,784,784
27,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,1,3,0. No,0,0. No,0. No,0,0,0. No,0,,,,,70861,100000,98139,140000,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,1280,640,1920
64,1. Less than HS,0. Male,5. Hispanic,2,4,0. No,0,1. Yes,1. Yes,1,1,1. Yes,1,1,1,1. Yes,1,50562,39900,13071,3600,21819,12144,2. 100%-200%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,11387,5694,22776
19,2. HS graduate or GED,0. Male,5. Hispanic,1,4,0. No,1,0. No,0. No,1,0,0. No,0,1,1,0. No,0,36601,23000,33082,33740,27592,23484,2. 100%-200%,1,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,2691,897,3588
44,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,1,1. Yes,1,20734,16000,46069,70000,0,0,2. 100%-200%,4,1,2. 100%-200%,4. 300%+,1. Less than 100%,3556,3556,3556
53,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,3,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,81392,87199,58941,55000,57523,52400,3. 200%-300%,2,3,4. 300%+,4. 300%+,4. 300%+,1355,452,1356
54,3. Some college or associat's degree,1. Female,5. Hispanic,0,4,0. No,0,1. Yes,0. No,0,0,0. No,0,,,,,51188,37680,53738,57960,,,2. 100%-200%,2,4,2. 100%-200%,3. 200%-300%,4. 300%+,9570,2392,9568
29,1. Less than HS,1. Female,5. Hispanic,1,2,1. Yes,1,1. Yes,1. Yes,0,1,0. No,1,0,1,0. No,1,20997,3198,29449,8768,30269,10230,1. Less than 100%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,5107,5107,10214
26,2. HS graduate or GED,0. Male,4. Other / MultiRacial,3,5,0. No,0,0. No,0. No,0,0,0. No,0,,,,,150159,154866,51737,51500,,,4. 300%+,2,4,4. 300%+,2. 100%-200%,4. 300%+,1562,781,3905
66,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,162523,194209,80496,116800,74057,107200,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8667,4334,8668
24,2. HS graduate or GED,0. Male,5. Hispanic,0,3,0. No,0,0. No,0. No,,,,,,,,,65854,70000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,16060,5353,16059
50,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,0,0,0. No,1,0,0,1. Yes,1,6876,8376,36371,36791,17885,18571,1. Less than 100%,3,2,1. Less than 100%,4. 300%+,2. 100%-200%,8578,8578,8578
43,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,3,5,0. No,0,1. Yes,0. No,,,,,,,,,160700,180000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,16020,8010,40050
40,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,30678,29000,32645,29000,32487,29900,3. 200%-300%,3,3,3. 200%-300%,3. 200%-300%,3. 200%-300%,6214,6214,6214
41,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,,,,,227052,360000,315516,524456,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9435,4718,9436
57,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,87188,128021,397571,567804,299564,488666,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7103,7103,7103
53,2. HS graduate or GED,1. Female,5. Hispanic,1,3,0. No,0,1. Yes,0. No,1,0,0. No,0,0,1,1. Yes,0,50159,34500,24442,20200,21050,12000,2. 100%-200%,1,2,2. 100%-200%,2. 100%-200%,1. Less than 100%,882,441,1323
43,2. HS graduate or GED,0. Male,5. Hispanic,4,6,1. Yes,1,0. No,1. Yes,0,0,1. Yes,1,1,1,1. Yes,1,35555,27162,82318,56724,35864,28714,1. Less than 100%,3,1,1. Less than 100%,3. 200%-300%,1. Less than 100%,1527,764,4584
41,4. Bachelor's degree or more,1. Female,4. Other / MultiRacial,1,4,1. Yes,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,2281,84000,58901,95200,50916,82069,1. Less than 100%,2,2,4. 300%+,4. 300%+,4. 300%+,1777,592,2368
42,3. Some college or associat's degree,1. Female,5. Hispanic,3,5,0. No,0,1. Yes,0. No,1,1,0. No,0,1,0,1. Yes,0,104745,102000,0,10740,13979,19000,4. 300%+,1,1,4. 300%+,1. Less than 100%,2. 100%-200%,3825,1912,9560
51,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,4,1. Yes,0,1. Yes,0. No,,,,,,,,,29506,33482,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,18679,4670,18680
63,3. Some college or associat's degree,1. Female,5. Hispanic,0,1,0. No,1,1. Yes,1. Yes,,,,,,,,,20231,9420,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,2080,2080,2080
64,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,3,1. Yes,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,23087,32424,44748,31588,65267,65267,1. Less than 100%,2,3,2. 100%-200%,2. 100%-200%,4. 300%+,5970,1990,5970
28,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,91767,123570,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,10275,5138,15414
49,1. Less than HS,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,25626,27410,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,27590,13795,27590
58,3. Some college or associat's degree,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,0,0,0. No,0,0,0,1. Yes,0,36650,32300,41625,41204,33495,25200,2. 100%-200%,3,2,3. 200%-300%,3. 200%-300%,2. 100%-200%,5995,2998,5996
69,4. Bachelor's degree or more,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,,,,,,,,,38917,38795,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,3976,1988,3976
60,2. HS graduate or GED,1. Female,5. Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,0,1. Yes,1,1,0,1. Yes,1,19739,9960,21866,12300,13158,12838,2. 100%-200%,2,1,1. Less than 100%,2. 100%-200%,2. 100%-200%,1914,1914,1914
59,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,5,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,1,1. Yes,0,45025,51500,251354,291728,63073,34789,2. 100%-200%,4,2,2. 100%-200%,4. 300%+,1. Less than 100%,6469,2156,10780
45,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,75573,98810,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,0,0,0
22,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,1,1. Yes,0,1,1,0. No,0,20762,13860,15959,9459,10805,1255,2. 100%-200%,2,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,2276,2276,2276
42,1. Less than HS,1. Female,5. Hispanic,1,2,1. Yes,1,1. Yes,0. No,0,0,0. No,0,1,1,0. No,1,21010,3900,22575,19494,6641,3380,1. Less than 100%,2,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,1547,1547,3094
65,2. HS graduate or GED,1. Female,4. Other / MultiRacial,0,2,1. Yes,1,0. No,1. Yes,,,,,,,,,27,50,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,3073,1536,3072
24,3. Some college or associat's degree,0. Male,5. Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,20541,23591,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,16874,8437,16874
53,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,1,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,52372,36776,36979,24000,29352,22992,3. 200%-300%,2,2,3. 200%-300%,2. 100%-200%,2. 100%-200%,2335,2335,4670
20,1. Less than HS,0. Male,2. Black Non-Hispanic,2,5,0. No,0,1. Yes,0. No,,,,,,,,,60239,52722,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,31375,10458,52290
62,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,49144,48309,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5455,5455,5455
43,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,1,2,0. No,0,1. Yes,0. No,,,,,,,,,88805,103600,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4768,4768,9536
82,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,48910,48910,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,8878,4439,8878
64,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,69586,99262,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8217,4108,8216
63,2. HS graduate or GED,1. Female,5. Hispanic,0,1,0. No,1,0. No,1. Yes,0,0,0. No,0,0,0,0. No,1,18759,7980,58999,47085,62711,46328,2. 100%-200%,4,3,1. Less than 100%,3. 200%-300%,3. 200%-300%,0,0,0
52,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,100116,145000,104533,160000,143565,228643,3. 200%-300%,3,4,4. 300%+,4. 300%+,4. 300%+,29420,7355,29420
38,1. Less than HS,1. Female,5. Hispanic,2,4,1. Yes,1,0. No,1. Yes,,,,,,,,,16205,11000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,16516,8258,33032
65,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,27000,30000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,4285,4285,4285
59,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,1,1. Yes,1,1,1,1. Yes,1,60936,55866,23456,9600,11420,9000,3. 200%-300%,2,1,4. 300%+,1. Less than 100%,1. Less than 100%,5471,2736,5472
73,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,0. No,1,1,0. No,0,1,1,1. Yes,0,0,10678,10800,10800,9360,9600,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,4863,4863,4863
52,4. Bachelor's degree or more,1. Female,5. Hispanic,1,3,0. No,0,0. No,1. Yes,0,0,0. No,1,,,,,115438,208840,163791,227381,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3477,1738,5214
66,3. Some college or associat's degree,0. Male,5. Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,1,0,0. No,0,87081,91136,76750,77000,0,40800,4. 300%+,4,1,4. 300%+,4. 300%+,3. 200%-300%,6655,3328,6656
64,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,3,1. Yes,0,0. No,0. No,1,1,0. No,0,1,0,0. No,0,16875,30800,2164,14498,16741,18000,1. Less than 100%,1,1,2. 100%-200%,1. Less than 100%,2. 100%-200%,4230,1410,4230
60,3. Some college or associat's degree,0. Male,5. Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,24741,37000,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,9440,9440,9440
56,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,1. Yes,1,0. No,0. No,0,0,0. No,0,0,0,0. No,0,0,0,141289,142815,31579,40579,1. Less than 100%,4,3,1. Less than 100%,4. 300%+,4. 300%+,6490,6490,6490
34,1. Less than HS,1. Female,5. Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,29779,30000,21728,30000,32616,45000,3. 200%-300%,2,3,3. 200%-300%,3. 200%-300%,4. 300%+,30272,30272,30272
61,3. Some college or associat's degree,0. Male,4. Other / MultiRacial,0,1,0. No,0,0. No,1. Yes,,,,,,,,,16759,13000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,3816,3816,3816
54,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,1,39170,48211,123924,135765,35624,50000,2. 100%-200%,4,3,4. 300%+,4. 300%+,4. 300%+,4700,2350,4700
48,1. Less than HS,1. Female,5. Hispanic,2,4,0. No,0,1. Yes,1. Yes,,,,,,,,,43811,33802,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,6930,3465,13860
29,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,1,1. Yes,0,1,1,1. Yes,0,44820,65000,25844,1792,2119,300,3. 200%-300%,2,1,4. 300%+,1. Less than 100%,1. Less than 100%,3699,1850,3700
43,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,1. Yes,0,0,0. No,0,0,0,0. No,0,45172,47172,103315,141064,213676,291858,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,0,0,0
32,4. Bachelor's degree or more,1. Female,5. Hispanic,1,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,52346,70000,76863,100788,78832,89565,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,3691,3691,7382
74,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,43007,36962,,,,,3. 200%-300%,4,4,3. 200%-300%,4. 300%+,4. 300%+,9487,4744,9488
18.16267973,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,45104,60647,106390,99728,109722,134324,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,10700,5350,21400
31,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,45290,70000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3874,3874,3874
40,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,2,1. Yes,1,1. Yes,1. Yes,1,1,0. No,1,0,1,0. No,1,18424,2400,21920,7500,24824,2400,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,934,934,1868
79,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,1,0,0. No,1,1,0,0. No,0,21392,22000,6180,14400,5430,16800,2. 100%-200%,1,1,2. 100%-200%,2. 100%-200%,2. 100%-200%,12850,6425,12850
20,3. Some college or associat's degree,0. Male,5. Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,1,1,0. No,0,65597,65682,102814,102682,5311,1761,4. 300%+,4,1,4. 300%+,4. 300%+,1. Less than 100%,3640,1820,3640
41,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,1,3,0. No,1,0. No,0. No,1,1,1. Yes,0,0,1,0. No,0,35767,12200,27446,10000,26719,13000,2. 100%-200%,1,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,1834,917,2751
60,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,49480,80000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2503,2503,2503
53,2. HS graduate or GED,1. Female,5. Hispanic,0,1,0. No,0,0. No,1. Yes,0,1,0. No,1,0,0,0. No,1,23698,14506,17475,7500,22484,12808,2. 100%-200%,2,2,2. 100%-200%,1. Less than 100%,2. 100%-200%,4348,4348,4348
22,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,1,4,1. Yes,1,0. No,0. No,1,1,1. Yes,0,1,1,0. No,0,3673,3164,0,600,21650,3427,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,2022,674,2696
23,1. Less than HS,0. Male,5. Hispanic,0,1,1. Yes,0,1. Yes,1. Yes,,,,,,,,,11840,53437,,,,,1. Less than 100%,4,4,4. 300%+,4. 300%+,4. 300%+,3740,3740,3740
44,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,,0,0,0,1. Yes,0,102288,88578,37290,18000,40732,22000,4. 300%+,2,2,4. 300%+,2. 100%-200%,2. 100%-200%,1397,698,1396
35,2. HS graduate or GED,1. Female,5. Hispanic,0,1,1. Yes,1,0. No,0. No,,,,,,,,,7897,1647,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,751,751,751
47,4. Bachelor's degree or more,0. Male,5. Hispanic,1,4,1. Yes,0,1. Yes,0. No,1,1,1. Yes,0,1,1,1. Yes,0,31980,28775,14280,14625,4000,5800,1. Less than 100%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,8212,2737,10948
69,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,195000,200000,40640,48640,35000,40000,4. 300%+,3,3,4. 300%+,4. 300%+,3. 200%-300%,1614,807,1614
71,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,0. No,0,0,0,0. No,0,132130,121536,50298,36440,98133,97768,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6362,6362,6362
69,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,54463,57310,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8803,4402,8804
71,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,1. Yes,0,29400,32400,101808,110000,134598,162503,3. 200%-300%,4,4,3. 200%-300%,4. 300%+,4. 300%+,8229,8229,8229
42,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,124447,161146,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6624,3312,6624
55,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,1,4,0. No,0,0. No,1. Yes,0,0,1. Yes,0,0,0,1. Yes,0,98336,137200,86055,120913,84909,120000,3. 200%-300%,3,4,4. 300%+,4. 300%+,4. 300%+,2376,792,3168
36,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,,0,,,,,222180,343000,154049,261676,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1472,736,1472
44,1. Less than HS,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,,,,,10664,10361,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1428,1428,1428
50,3. Some college or associat's degree,1. Female,5. Hispanic,1,5,0. No,0,0. No,0. No,,,,,,,,,97346,116986,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,15424,3856,19280
37,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,2,5,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,0,1. Yes,0,98164,110104,82489,129724,37839,61403,3. 200%-300%,3,1,4. 300%+,4. 300%+,2. 100%-200%,10310,3437,17185
42,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,51061,60000,129544,150951,38606,47212,2. 100%-200%,4,2,4. 300%+,4. 300%+,2. 100%-200%,11608,5804,17412
35,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,2,0. No,0,0. No,0. No,1,0,0. No,0,0,0,0. No,0,131579,187600,1475,125000,190024,281628,4. 300%+,1,4,4. 300%+,4. 300%+,4. 300%+,2622,1311,2622
54,1. Less than HS,1. Female,5. Hispanic,0,2,0. No,1,1. Yes,1. Yes,,,,,,,,,22995,8780,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1976,988,1976
66,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,54168,83200,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4387,4387,4387
70,2. HS graduate or GED,1. Female,5. Hispanic,0,2,0. No,1,0. No,1. Yes,0,1,0. No,1,0,0,0. No,1,24477,11973,22992,3060,35749,17496,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,2. 100%-200%,5670,2835,5670
24,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,4,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,102934,108809,39779,50613,129791,150883,3. 200%-300%,2,4,4. 300%+,4. 300%+,4. 300%+,5942,1486,5944
83,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,90954,87930,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9847,4924,9848
46,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,33984,46000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,3538,3538,3538
44,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,7,0. No,0,1. Yes,0. No,,,,,,,,,87061,166504,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,14431,2886,20202
46,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,47790,70000,43266,62000,60712,90000,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,1158,1158,1158
51,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,0,0,1. Yes,0,23534,22000,42424,34773,38159,32051,2. 100%-200%,3,2,2. 100%-200%,3. 200%-300%,3. 200%-300%,1085,542,1084
65,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,30122,21844,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,6052,3026,6052
