subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,3,3,,1,,,,3,1,2600,,,2,,200,2,,60,1,,16,3,,400,1,,5,3,,350,2,,120,2,,150,4,,,4,,,4,,,4,,,2,,15,4,,,4,,,3,,3000,4,,,4,,,2,,170,3,,2000,4,,,2,,250,4,,,2,,100,,,,,,,,,,,,,,,
1405,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,1,1400,4,,,1,,200,4,,,2,,200,4,,,1,,50,2,,70,4,,,2,,200,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,2,,70,3,,2000,4,,,2,,115,1,,40,2,,60,,,,,,,,,,,,,,,
1406,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,1,work hours cut by 90%,2,0,0,1,1,4,,,,,,,,,,,1,,150,1,,30,1,,10,4,,,1,,22,2,,40,4,,,2,,110,2,,120,4,,,4,,,4,,,2,,25,4,,,4,,,3,,70,4,,,4,,,4,,,4,,,4,,,2,,20,3,,90,1,,150,1,LOTTERY,10,,,,,,,,,,,,
1407,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,3500,,,,,,2,,1000,2,,250,2,,200,3,,1500,4,,,3,,750,3,,5000,2,,180,2,,170,3,,600,4,,,2,,8,3,,750,4,,,4,,,2,,450,4,,,4,,,2,,60,3,,8000,4,,,1,,60,4,,,1,,50,,,,,,,,,,,,,,,
1408,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,,,97,1,,97,1,,97,1,,4,,,4,,,98,1,,98,1,,98,1,,98,1,,98,1,,98,1,,98,1,,98,1,,98,1,,,,,,,,4,,,4,,,98,1,,98,1,,98,2,,98,4,,98,1,,98,1,,,,,,,,,,,,,,,,
1409,3,0,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,0,0,0,,1,97,,3,0,0,0,2,2,,,,,,,,,,,97,2,,4,,,4,,,97,5,,97,4,,97,5,,97,3,,97,1,,97,1,,97,2,,98,2,,98,2,,98,3,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,97,3,,4,,,4,,,,,,,,,,,,,,,,,
1410,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,,,2,,150,2,,150,3,,100,3,,300,3,,250,3,,600,2,,60,2,,90,2,,60,4,,,3,,100,4,,,3,,300,4,,,,,,,,,3,,5000,4,,,3,,600,3,,800,4,,,2,,240,2,,20,4,,,3,MEDICINE,200,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,3,5,1,,,1,2000,,,,,,1,,350,1,,200,1,,20,2,,100,1,,15,2,,100,2,,150,2,,180,2,,90,4,,,3,,1000,3,,300,2,,30,4,,,4,,,3,,5000,4,,,4,,,2,,200,3,,6000,4,,,2,,400,4,,,1,,100,2,PET CARE,30,,,,,,,,,,,,
1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,3,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,1,1300,98,98,,98,98,,4,,,3,,200,1,,5,2,,8,2,,73,2,,91,2,,131,4,,,4,,,4,,,2,,21,4,,,,,,,,,4,,,4,,,3,,250,3,,400,4,,,2,,56,4,,,4,,,,,,,,,,,,,,,,,
1418,3,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,0,0,0,1,,0,,,2,0,0,0,1,2,,,,,,,,,,,2,,200,2,,100,2,,100,2,,100,2,,50,2,,200,4,,,4,,,4,,,4,,,4,,,3,,20,2,,50,4,,,,,,,,,2,,200,2,,200,2,,25,4,,,2,,120,2,,119,3,,50,4,,,,,,,,,,,,,,,,,
1419,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,3500,1,,100,2,,150,2,,200,3,,1000,2,,50,3,,2000,2,,100,2,,170,2,,192,4,,,3,,500,3,,500,3,,2000,2,,121,,,,,,,4,,,4,,,3,,4100,4,,,4,,,2,,30,2,,250,3,,4600,3,PET CARE,3000,3,HOME INSURANCE ON 2 PLACES,1400,,,,,,,,,
1420,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,"neighbor plays music really loud, called the cops, now i'm dealing with it. he sent people to vandalize my car.",2,0,0,0,2,2,,,,,,,,,1,1600,2,,150,1,,40,4,,,3,,1500,1,,30,1,,40,2,,120,2,,105,2,,100,4,,,4,,,4,,,2,,80,4,,,4,,,1,,40,4,,,2,,950,4,,,3,,3200,4,,,2,,112,4,,,2,,220,2,CAR INSURANCE,160,,,,,,,,,,,,
1421,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,0,0,0,0,,0,,,3,0,1,0,2,2,,,,,,,,,,,98,3,,4,,,4,,,4,,,98,98,,98,98,,2,,200,2,,43,4,,,98,98,,98,98,,4,,,2,,25,4,,,,,,,,,4,,,4,,,98,98,,3,,500,4,,,98,98,,4,,,4,,,,,,,,,,,,,,,,,
1422,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,1,2,,,,,,,,,1,1500,2,,300,2,,70,2,,35,3,,500,2,,5,2,,30,2,,100,2,,190,4,,,4,,,3,,500,4,,,2,,40,4,,,,,,,,,4,,,4,,,4,,,4,,,2,,200,4,,,4,,,2,,80,3,PET,500,,,,,,,,,,,,
1423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,3,2,,,,,,,,,,,1,,250,1,,30,1,,20,1,,50,1,,25,1,,20,2,,35,2,,80,2,,100,2,,20,2,,20,2,,5,1,,70,4,,,1,,150,2,,500,4,,,4,,,2,,40,2,,40,4,,,2,,5,4,,,1,,150,,,,,,,,,,,,,,,
1424,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,97,,,,,,,,,,,1,,150,1,,65,1,,50,4,,,4,,,1,,30,4,,,97,97,,97,97,,4,,,4,,,4,,,2,,100,4,,,,,,,,,97,97,,97,97,,2,,82,97,97,,4,,,2,,35,2,,50,97,97,,,,,,,,,,,,,,,,
1425,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,1,1,4,,,,,,,,,1,1600,2,,500,4,,,4,,,3,,600,2,,15,2,,60,4,,,2,,38,2,,52,4,,,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,30,4,,,2,,100,,,,,,,,,,,,,,,
1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,3,0,0,0,0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,3000,,,,,,1,,200,1,,100,1,,10,3,,2000,3,,200,3,,200,2,,200,2,,80,2,,100,3,,1000,3,,500,3,,200,3,,1000,4,,,,,,,,,4,,,4,,,3,,3000,4,,,4,,,3,,1000,4,,,3,,500,1,PET CARE,50,3,GIFTS,3000,,,,,,,,,
1428,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,600,,,,,,2,,500,2,,200,4,,,3,,700,2,,20,2,,60,2,,600,2,,500,2,,120,1,,20,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,150,3,,5000,4,,,2,,100,4,,,2,,40,2,PET CARE,60,,,,,,,,,,,,
1429,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,1,1200,1,,50,1,,50,4,,,3,,500,2,,50,2,,100,2,,70,2,,80,2,,170,4,,,4,,,3,,800,2,,100,4,,,,,,,,,4,,,4,,,2,,400,4,,,4,,,2,,75,2,,100,4,,,,,,,,,,,,,,,,,
1430,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,friends of family were terminally ill,2,0,0,0,1,3,,,,,,,,,,,1,,30,4,,,4,,,4,,,98,2,,98,1,,98,4,,2,,200,98,4,,98,1,,4,,,2,,200,2,,10,4,,,,,,,,,4,,,4,,,4,,,98,6,,4,,,2,,40,4,,,1,,40,,,,,,,,,,,,,,,
1431,3,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,,,2,,500,2,,300,2,,100,98,4,,98,1,,2,,100,98,98,,2,,200,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,,,,,,,3,,60000,98,9,,2,,10,3,,3000,4,,,2,,300,4,,,4,,,,,,,,,,,,,,,,,
1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,i was fired from my job,2,0,0,1,2,2,,,,,,,,,,,1,,150,1,,50,1,,100,2,,100,98,1,,1,,50,2,,200,2,,110,2,,150,4,,,2,,100,98,4,,2,,150,4,,,4,,,2,,500,4,,,4,,,2,,20,3,,2000,4,,,2,,50,2,,100,4,,,,,,,,,,,,,,,,,
1434,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,1,1500,2,,30,2,,25,4,,,4,,,4,,,2,,45,4,,,4,,,2,,260,4,,,4,,,4,,,2,,60,2,,136,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,,,3,0,0,0,3,3,,3,,,,1,,,1,1500,2,,400,2,,400,2,,50,2,,200,2,,75,2,,50,2,,200,2,,200,2,,75,4,,,4,,,4,,,2,,75,4,,,4,,,4,,,3,,7500,4,,,2,,100,3,,5000,4,,,2,,300,2,,25,4,,,,,,,,,,,,,,,,,
1438,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,3500,,,,,,1,,125,1,,100,1,,5,1,,100,1,,160,1,,75,2,,300,2,,250,2,,225,2,,90,3,,750,3,,500,2,,50,4,,,,,,,,,4,,,2,,1720,2,,400,3,,10000,1,,120,3,,100,97,2,,2,,400,,,,,,,,,,,,,,,
1439,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,4,,,,,,,,,,,97,3,,97,1,,4,,,97,4,,97,4,,97,3,,97,3,,97,3,,97,2,,4,,,97,4,,97,4,,97,3,,4,,,4,,,98,98,,97,5,,4,,,97,1,,97,6,,4,,,97,4,,98,2,,97,3,,,,,,,,,,,,,,,,
1440,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,4,,,,,,,,,,,2,,300,4,,,4,,,3,,500,2,,40,2,,100,4,,,2,,200,2,,200,4,,,3,,300,4,,,2,,50,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,30,4,,,4,,,,,,,,,,,,,,,,,
1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,brother alcoholic and had to take time off work to take care of him,3,0,0,0,3,1,,2,,99,,,,,,,99,1,,99,1,,2,,30,4,,,1,,5,98,1,,2,,40,2,,105,4,,,4,,,4,,,4,,,2,,5,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,240,,,,,,,,,,,,,,,
1444,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0,,,3,0,1,0,2,2,1,,,1,500,,,,,,1,,80,1,,30,4,,,2,,100,1,,30,2,,100,98,1,,2,,113,2,,124,4,,,4,,,4,,,2,,25,4,,,,,,,,,4,,,4,,,2,,10,4,,,4,,,1,,20,4,,,4,,,,,,,,,,,,,,,,,
1445,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,4,,,,,,,,,,,1,,150,1,,50,1,,10,1,,50,1,,35,1,,35,4,,,1,,30,2,,150,2,,25,3,,1000,2,,100,2,,50,2,,50,,,,,,,2,,75,4,,,2,,50,3,,1000,2,,140,2,,100,2,,50,4,,,2,PET CARE,100,,,,,,,,,,,,
1446,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,I was hospitalized,3,0,0,0,3,3,,2,,1,2500,,,,,,97,3,,97,1,,97,1,,3,,500,3,,100,2,,50,2,,100,2,,100,2,,100,2,,50,98,98,,98,98,,98,1,,3,,800,4,,,3,,40000,4,,,4,,,3,,200,3,,1000,98,7,,3,,2000,4,,,98,3,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,1,4,,,,,,,,,,,2,,300,2,,20,1,,4,2,,200,2,,60,2,,25,2,,270,2,,120,2,,90,4,,,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,4,,,3,,1000,4,,,4,,,1,,15,4,,,1,COPAY,90,,,,,,,,,,,,
1449,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,,0,,,1,0,0,1,1,3,,,,,,,,,,,2,,350,1,,40,98,1,,3,,2500,1,,10,2,,100,2,,180,2,,45,2,,211,4,,,98,3,,2,,7,2,,60,4,,,2,,50,2,,600,4,,,4,,,2,,40,4,,,4,,,1,,20,1,,30,4,,,,,,,,,,,,,,,,,
1450,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,1,,0,,,1,0,0,1,1,5,,,,,,,,,,,1,,100,1,,50,4,,,3,,300,1,,20,1,,50,2,,300,2,,300,2,,300,4,,,3,,4000,3,,1000,1,,50,2,,487,,,,,,,4,,,4,,,1,,10,4,,,4,,,1,,50,1,,50,4,,,,,,,,,,,,,,,,,
1451,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,1,0,0,0,,0,,,2,0,0,0,2,3,,,,,,,,,,,2,,300,2,,100,4,,,3,,300,2,,30,2,,50,2,,70,2,,80,2,,133,4,,,4,,,4,,,2,,35,4,,,,,,,,,4,,,4,,,4,,,4,,,1,,36,2,,20,4,,,4,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,2,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,1600,,,,,,2,,450,1,,50,4,,,2,,55,2,,50,3,,600,2,,270,2,,81,2,,148,4,,,4,,,4,,,3,,240,4,,,,,,,,,4,,,4,,,4,,,3,,2200,4,,,2,,112,1,,50,4,,,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,3000,,,,,,1,,100,4,,,4,,,3,,2000,98,2,,98,1,,2,,150,2,,100,4,,,98,3,,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,75,3,,500,4,,,,,,,,,,,,,,,,,
1456,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,,,2,0,0,0,2,2,,,,,,,,,1,1500,2,,100,2,,100,2,,50,2,,100,2,,80,2,,50,2,,60,2,,250,2,,100,4,,,4,,,4,,,2,,50,4,,,4,,,2,,200,4,,,4,,,4,,,3,,500,4,,,2,,100,4,,,2,,40,,,,,,,,,,,,,,,
1457,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,,0,,,2,0,1,1,1,3,,,,,,,,,,,2,,180,2,,30,4,,,2,,120,4,,,2,,10,4,,,2,,25,2,,200,4,,,4,,,4,,,2,,35,4,,,2,,75,4,,,1,,70,4,,,2,,30,4,,,1,,7,1,,20,1,,60,4,,,2,PET CARE,25,,,,,,,,,,,,
1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,1,2000,1,,200,1,,50,4,,,2,,100,2,,75,2,,100,2,,14,2,,90,4,,,4,,,3,,500,4,,,2,,75,4,,,,,,,,,4,,,4,,,2,,150,4,,,4,,,3,,100,4,,,2,,200,,,,,,,,,,,,,,,
1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,1,2,4,,,,,,,,,,,1,,60,4,,,4,,,2,,20,1,,5,1,,10,4,,,4,,,2,,231,4,,,4,,,4,,,1,,15,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,20,1,,12,4,,,1,PET,10,,,,,,,,,,,,
1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,3,,,,1,,,1,1000,1,,150,2,,100,2,,100,2,,200,4,,,2,,200,2,,50,2,,300,2,,150,4,,,3,,1000,4,,,2,,100,4,,,,,,,,,4,,,4,,,2,,25,3,,1000,4,,,4,,,4,,,1,,40,,,,,,,,,,,,,,,
1466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,2,3,,,,,,,,,98,,97,1,,4,,,4,,,97,7,,97,4,,97,2,,97,3,,97,1,,97,3,,97,4,,97,6,,97,6,,97,6,,4,,,4,,,4,,,4,,,4,,,4,,,97,7,,4,,,97,4,,97,4,,97,3,,4,,,4,,,4,,,4,,,4,,
1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,,,,,,,,,,2,,350,4,,,4,,,2,,150,2,,50,2,,100,2,,150,2,,100,2,,200,4,,,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,40,4,,,4,,,2,,90,4,,,4,,,,,,,,,,,,,,,,,
1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,3,0,0,0,0,0,0,0,,,1,1,0,0,1,0,1,1,0,1,0,0,1,1,estaba cambiando el aire acondicionado y llego la policia,1,0,0,1,2,4,,,,,,,,,,,97,6,,4,,,4,,,97,3,,97,1,,97,9,,97,3,,97,4,,97,3,,4,,,97,9,,4,,,97,3,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,97,3,,4,,,4,,,,,,,,,,,,,,,,,
1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,3,0,0,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,1,0,0,0,1,2,,,,,,,,,,,97,2,,97,2,,97,1,,4,,,97,98,,97,1,,97,98,,97,3,,97,98,,98,98,,98,3,,98,3,,97,2,,4,,,,,,,,,97,5,,4,,,4,,,4,,,97,2,,97,5,,97,1,,97,2,,,,,,,,,,,,,,,,
1476,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2000,,,,,,3,,30000,3,,20000,3,,100,3,,2000,3,,700,3,,1500,3,,3600,3,,4200,3,,1800,3,,1200,3,,200,3,,2000,3,,200,4,,,,,,,,,4,,,4,,,3,,400,3,,2500,3,,8000,3,,40,3,,120,3,,9200,3,LOTTERY TICKETS,8000,,,,,,,,,,,,
1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
